ID,Reported_Date,Reported_Hour,Reported_Year,Occurred_Date,Occurred_Hour,Occurred_Year,Time_of_Day,Weekday,Day_of_Week,Neighbourhood,Sector,Division,Ward,Councillor,Census_Tract,Level_of_Injury,x,y,Occurred_Month
116,2019-07-06 05:00:00,600,2019,2019-07-06 05:00:00,400,2019,Night,Saturday,6,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,UNKNOWN,-75.68564138,45.433918,July
117,2019-07-10 05:00:00,600,2019,2019-07-10 05:00:00,500,2019,Night,Wednesday,3,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.0,NONE,-75.79274319,45.34810025,July
118,2019-07-13 05:00:00,200,2019,2019-07-13 05:00:00,2000,2019,Evening,Saturday,6,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,MINOR,-75.61707141,45.36878945,July
119,2019-07-19 05:00:00,1900,2019,2019-07-19 05:00:00,1800,2019,Evening,Friday,5,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050040.0,MAJOR,-75.70117876,45.41428124,July
120,2019-07-26 05:00:00,200,2019,2019-07-26 05:00:00,100,2019,Night,Friday,5,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,NONE,-75.68457337,45.43264156,July
121,2019-08-02 05:00:00,900,2019,2019-08-02 05:00:00,900,2019,Morning,Friday,5,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050037.01,NONE,-75.69293828,45.41769745,August
122,2019-08-03 05:00:00,200,2019,2019-08-03 05:00:00,2200,2019,Evening,Saturday,6,Glebe - Dows Lake,22,Central,Ward 17 - Capital,Shawn Menard,5050019.0,UNKNOWN,-75.69126235,45.40099854,August
123,2019-08-08 05:00:00,0,2019,2019-08-08 05:00:00,0,2019,Night,Thursday,4,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,MINOR,-75.8011136,45.35775682,August
124,2019-08-24 05:00:00,400,2019,2019-08-24 05:00:00,400,2019,Night,Saturday,6,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.0,MAJOR,-75.80554963,45.3549096,August
125,2019-08-25 05:00:00,1300,2019,2019-08-24 05:00:00,1800,2019,Evening,Saturday,6,Osgoode,36,East,Ward 20 - Osgoode,George Darouze,5050191.02,UNKNOWN,-75.56733749,45.16892448,August
126,2019-08-30 05:00:00,100,2019,2019-08-30 05:00:00,100,2019,Night,Friday,5,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050013.0,NONE,-75.65731005,45.42419188,August
127,2019-08-31 05:00:00,0,2019,2019-08-31 05:00:00,0,2019,Night,Saturday,6,Ottawa East,22,Central,Ward 17 - Capital,Shawn Menard,5050015.0,UNKNOWN,-75.6711607,45.41556455,August
128,2019-09-02 05:00:00,1400,2019,2019-09-02 05:00:00,1400,2019,Afternoon,Monday,1,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,UNKNOWN,-75.63999924,45.42894909,September
129,2019-09-07 05:00:00,600,2019,2019-09-07 05:00:00,400,2019,Night,Saturday,6,New Barrhaven - New Development - Stonebridge,16,West,Ward 24 - Barrhaven East,Wilson Lo,5050141.13,MAJOR,-75.71339161,45.26657658,September
130,2019-09-14 05:00:00,300,2019,2019-09-14 05:00:00,300,2019,Night,Saturday,6,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,UNKNOWN,-75.62058027,45.37006683,September
131,2019-09-23 05:00:00,0,2019,2019-09-23 05:00:00,0,2019,Night,Monday,1,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.0,NONE,-75.62250873,45.39891349,September
132,2019-09-29 05:00:00,200,2019,2019-09-29 05:00:00,2000,2019,Evening,Sunday,7,OrlZans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 1 - OrlZans East-Cumberland,Matthew Luloff,5050170.1,MINOR,-75.49611603,45.47981358,September
133,2019-10-04 05:00:00,300,2019,2019-10-04 05:00:00,300,2019,Night,Friday,5,OrlZans Chapel Hill,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050125.07,UNKNOWN,-75.52872825,45.4622785,October
134,2019-10-05 05:00:00,200,2019,2019-10-05 05:00:00,2300,2019,Evening,Saturday,6,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.0,UNKNOWN,-75.80974344,45.34679763,October
135,2019-10-06 05:00:00,200,2019,2019-10-06 05:00:00,200,2019,Night,Sunday,7,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.0,NONE,-75.75438641,45.34679414,October
136,2019-10-08 05:00:00,1800,2019,2019-10-08 05:00:00,1800,2019,Evening,Tuesday,2,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,MAJOR,-75.60316924,45.37260124,October
137,2019-10-12 05:00:00,1200,2019,2019-10-12 05:00:00,1200,2019,Afternoon,Saturday,6,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 16 - River,Riley Brockington,5050001.1,UNKNOWN,-75.65712209,45.36525048,October
138,2019-10-15 05:00:00,100,2019,2019-10-15 05:00:00,100,2019,Night,Tuesday,2,OrlZans North West,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050124.04,UNKNOWN,-75.53782912,45.47473085,October
139,2019-10-20 05:00:00,500,2019,2019-10-20 05:00:00,500,2019,Night,Sunday,7,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050131.02,MINOR,-75.71873661,45.35659846,October
140,2019-10-20 05:00:00,600,2019,2019-10-20 05:00:00,600,2019,Morning,Sunday,7,Sandy Hill - Ottawa East,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050050.0,UNKNOWN,-75.6828188,45.42226258,October
141,2019-10-20 05:00:00,0,2019,2019-10-20 05:00:00,0,2019,Night,Sunday,7,Westboro,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050045.02,NONE,-75.75873087,45.39620743,October
142,2019-10-21 05:00:00,200,2019,2019-10-21 05:00:00,300,2019,Night,Monday,1,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050104.0,UNKNOWN,-75.66481534,45.43864484,October
143,2019-10-26 05:00:00,500,2019,2019-10-26 05:00:00,500,2019,Night,Saturday,6,OrlZans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 19 - OrlZans South-Navan,Catherine Kitts,5050171.15,NONE,-75.47964584,45.45271201,October
144,2019-11-11 05:00:00,1100,2019,2019-11-11 05:00:00,1100,2019,Morning,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,NONE,-75.78675482,45.34397428,November
145,2019-11-15 05:00:00,0,2019,2019-11-13 05:00:00,400,2019,Night,Wednesday,3,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050134.0,UNKNOWN,-75.73852143,45.34898925,November
146,2019-11-20 05:00:00,800,2019,2019-11-20 05:00:00,600,2019,Morning,Wednesday,3,Cityview - Skyline - Fisher Heights,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050132.0,MAJOR,-75.73500899,45.35346723,November
147,2019-11-27 05:00:00,1600,2019,2019-11-27 05:00:00,1600,2019,Afternoon,Wednesday,3,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,FATAL,-75.61683458,45.36843811,November
148,2019-12-07 05:00:00,1900,2019,2019-12-07 05:00:00,1900,2019,Evening,Saturday,6,Carleton Heights - Rideauview,17,West,Ward 16 - River,Riley Brockington,5050020.01,UNKNOWN,-75.70321101,45.36746429,December
149,2019-12-27 05:00:00,700,2019,2019-12-27 05:00:00,400,2019,Night,Friday,5,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,UNKNOWN,-75.68457337,45.43264156,December
150,2019-12-28 05:00:00,500,2019,2019-12-28 05:00:00,500,2019,Night,Saturday,6,Carleton Heights - Rideauview,17,West,Ward 16 - River,Riley Brockington,5050020.01,UNKNOWN,-75.70321101,45.36746429,December
151,2019-12-31 05:00:00,200,2019,2019-12-31 05:00:00,2000,2019,Evening,Tuesday,2,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.0,UNKNOWN,-75.69493267,45.41686844,December
152,2020-01-01 05:00:00,800,2020,2020-01-01 05:00:00,400,2020,Night,Wednesday,3,Chapman Mills - Rideau Crest - Davidson Heights,16,West,Ward 24 - Barrhaven East,Wilson Lo,5050141.13,UNKNOWN,-75.71135634,45.264826,January
153,2020-01-02 05:00:00,0,2020,2020-01-01 05:00:00,2200,2020,Evening,Wednesday,3,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.0,MAJOR,-75.70574799,45.41145092,January
154,2020-01-08 05:00:00,700,2020,2020-01-08 05:00:00,700,2020,Morning,Wednesday,3,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050040.0,FATAL,-75.69743127,45.41317229,January
155,2020-02-08 05:00:00,200,2020,2020-02-08 05:00:00,2100,2020,Evening,Saturday,6,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,MAJOR,-75.83128409,45.31339879,February
156,2020-03-15 05:00:00,1300,2020,2020-03-15 05:00:00,1300,2020,Afternoon,Sunday,7,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,MINOR,-75.84189962,45.31853578,March
157,2020-03-25 05:00:00,1500,2020,2020-03-25 05:00:00,1100,2020,Morning,Wednesday,3,Carleton Heights - Rideauview,17,West,Ward 16 - River,Riley Brockington,5050020.01,UNKNOWN,-75.70786821,45.36794088,March
158,2020-03-26 05:00:00,200,2020,2020-03-26 05:00:00,2100,2020,Evening,Thursday,4,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050039.0,UNKNOWN,-75.70219935,45.40532015,March
159,2020-04-01 05:00:00,1400,2020,2020-04-01 05:00:00,1400,2020,Afternoon,Wednesday,3,Ottawa South,22,Central,Ward 17 - Capital,Shawn Menard,5050020.01,NONE,-75.69582465,45.38889202,April
160,2020-04-15 05:00:00,200,2020,2020-04-15 05:00:00,2300,2020,Evening,Wednesday,3,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.0,UNKNOWN,-75.80646251,45.35149069,April
161,2020-05-01 05:00:00,200,2020,2020-05-01 05:00:00,2200,2020,Evening,Friday,5,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.01,MAJOR,-75.63401239,45.42682516,May
162,2020-05-09 05:00:00,0,2020,2020-05-09 05:00:00,0,2020,Night,Saturday,6,Munster,12,West,Ward 21 - Rideau-Jock,David Brown,5050151.09,NONE,-75.9819218,45.20261343,May
163,2020-05-09 05:00:00,200,2020,2020-05-09 05:00:00,2000,2020,Evening,Saturday,6,Bells Corners East,15,West,Ward 8 - College,Laine Johnson,5050136.01,NONE,-75.82793595,45.31572537,May
164,2020-05-17 05:00:00,200,2020,2020-05-17 05:00:00,2000,2020,Evening,Sunday,7,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,UNKNOWN,-75.83757562,45.31635107,May
165,2020-06-01 05:00:00,1800,2020,2020-06-01 05:00:00,1800,2020,Evening,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,NONE,-75.77465424,45.35306183,June
166,2020-06-01 05:00:00,1700,2020,2020-06-01 05:00:00,1700,2020,Afternoon,Monday,1,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050013.0,MINOR,-75.65526217,45.4278392,June
167,2020-06-01 05:00:00,1300,2020,2020-06-01 05:00:00,500,2020,Night,Monday,1,Qualicum - Redwood Park,15,West,Ward 8 - College,Laine Johnson,5050027.0,NONE,-75.79067818,45.34385772,June
168,2020-06-01 05:00:00,600,2020,2020-06-01 05:00:00,600,2020,Morning,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,NONE,-75.7708295,45.34917518,June
169,2020-06-06 05:00:00,1400,2020,2020-06-05 05:00:00,2300,2020,Evening,Friday,5,Qualicum - Redwood Park,15,West,Ward 8 - College,Laine Johnson,5050027.0,UNKNOWN,-75.79283376,45.34598579,June
170,2020-06-10 05:00:00,800,2020,2020-06-09 05:00:00,2000,2020,Evening,Tuesday,2,Cummings,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050061.0,UNKNOWN,-75.63681936,45.43382935,June
171,2020-06-19 05:00:00,100,2020,2020-06-19 05:00:00,100,2020,Night,Friday,5,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.6917611,45.42960613,June
172,2020-06-29 05:00:00,200,2020,2020-06-29 05:00:00,2100,2020,Evening,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.0,NONE,-75.79274319,45.34810025,June
173,2020-06-29 05:00:00,200,2020,2020-06-29 05:00:00,2000,2020,Evening,Monday,1,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,MINOR,-75.80376564,45.35571762,June
174,2020-07-13 05:00:00,200,2020,2020-07-13 05:00:00,2100,2020,Evening,Monday,1,Munster,12,West,Ward 21 - Rideau-Jock,David Brown,5050151.09,UNKNOWN,-75.89315278,45.1256032,July
175,2020-07-14 05:00:00,900,2020,2020-07-13 05:00:00,1700,2020,Afternoon,Monday,1,Hunt Club South Industrial,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,UNKNOWN,-75.70805053,45.34265354,July
176,2020-07-23 05:00:00,200,2020,2020-07-23 05:00:00,2300,2020,Evening,Thursday,4,Glen Cairn - Kanata South Business Park,13,West,Ward 23 - Kanata South,Allan Hubley,5050162.03,NONE,-75.87981806,45.29068963,July
177,2020-07-25 05:00:00,200,2020,2020-07-25 05:00:00,2300,2020,Evening,Saturday,6,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,NONE,-75.8011136,45.35775682,July
178,2020-07-27 05:00:00,0,2020,2020-07-27 05:00:00,0,2020,Night,Monday,1,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.0,NONE,-75.80738781,45.35271728,July
179,2020-07-27 05:00:00,1700,2020,2020-07-27 05:00:00,1600,2020,Afternoon,Monday,1,Carson Grove - Carson Meadows,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050062.01,FATAL,-75.63149848,45.44355237,July
180,2020-07-27 05:00:00,0,2020,2020-07-27 05:00:00,0,2020,Night,Monday,1,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050021.0,NONE,-75.72868029,45.37720116,July
181,2020-07-28 05:00:00,400,2020,2020-07-28 05:00:00,400,2020,Night,Tuesday,2,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.0,NONE,-75.79382431,45.35668936,July
182,2020-07-29 05:00:00,200,2020,2020-07-29 05:00:00,2000,2020,Evening,Wednesday,3,Bridlewood - Emerald Meadows,13,West,Ward 23 - Kanata South,Allan Hubley,5050151.08,NONE,-75.86396718,45.27905633,July
183,2020-07-29 05:00:00,100,2020,2020-07-29 05:00:00,100,2020,Night,Wednesday,3,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,UNKNOWN,-75.8011136,45.35775682,July
184,2020-08-05 05:00:00,700,2020,2020-08-05 05:00:00,700,2020,Morning,Wednesday,3,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,NONE,-75.80111014,45.35473854,August
185,2020-08-20 05:00:00,200,2020,2020-08-20 05:00:00,200,2020,Night,Thursday,4,Billings Bridge - Alta Vista,34,East,Ward 18 - Alta Vista,Marty Carr,5050005.0,UNKNOWN,-75.67475041,45.3868278,August
186,2020-08-21 05:00:00,100,2020,2020-08-21 05:00:00,0,2020,Night,Friday,5,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,FATAL,-75.79616654,45.35610746,August
187,2020-08-22 05:00:00,200,2020,2020-08-22 05:00:00,2000,2020,Evening,Saturday,6,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.0,MINOR,-75.69875888,45.37577408,August
188,2020-08-23 05:00:00,1700,2020,2020-08-23 05:00:00,1700,2020,Afternoon,Sunday,7,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,15,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050135.03,MAJOR,-75.77052005,45.32666906,August
189,2020-09-18 05:00:00,1000,2020,2020-09-18 05:00:00,1000,2020,Morning,Friday,5,OrlZans Village - Chateauneuf,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050125.05,NOT APPLICABLE,-75.51571892,45.46768322,September
190,2020-09-18 05:00:00,1500,2020,2020-09-14 05:00:00,1400,2020,Afternoon,Monday,1,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.0,MAJOR,-75.69097069,45.37307982,September
191,2020-09-28 05:00:00,200,2020,2020-09-28 05:00:00,2300,2020,Evening,Monday,1,Ottawa East,22,Central,Ward 17 - Capital,Shawn Menard,5050015.0,UNKNOWN,-75.67379146,45.41214613,September
192,2020-10-18 05:00:00,200,2020,2020-10-18 05:00:00,2200,2020,Evening,Sunday,7,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,NONE,-75.64937718,45.42826345,October
193,2020-11-24 05:00:00,1300,2020,2020-11-24 05:00:00,1300,2020,Afternoon,Tuesday,2,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.01,UNKNOWN,-75.63546315,45.42471247,November
194,2020-12-05 05:00:00,1200,2020,2020-12-05 05:00:00,1200,2020,Afternoon,Saturday,6,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.0,MAJOR,-75.69805875,45.41732676,December
195,2020-12-24 05:00:00,1400,2020,2020-12-24 05:00:00,1400,2020,Afternoon,Thursday,4,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.01,UNKNOWN,-75.63591854,45.42920624,December
196,2020-12-29 05:00:00,600,2020,2020-12-29 05:00:00,600,2020,Morning,Tuesday,2,Corkery,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050300.02,UNKNOWN,-76.02226102,45.26028349,December
197,2021-01-01 05:00:00,400,2021,2021-01-01 05:00:00,400,2021,Night,Friday,5,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,13,West,Ward 4 - Kanata North,Cathy Curry,5050160.13,MAJOR,-75.93147862,45.35292405,January
198,2021-01-05 05:00:00,1900,2021,2021-01-05 05:00:00,1900,2021,Evening,Tuesday,2,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,MINOR,-75.78474307,45.34869056,January
199,2021-01-08 05:00:00,200,2021,2021-01-08 05:00:00,2300,2021,Evening,Friday,5,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,UNKNOWN,-75.68457337,45.43264156,January
200,2021-01-16 05:00:00,300,2021,2021-01-16 05:00:00,300,2021,Night,Saturday,6,Greenboro East,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.06,FATAL,-75.63462853,45.36289096,January
201,2021-01-28 05:00:00,1000,2021,2021-01-28 05:00:00,200,2021,Night,Thursday,4,Glen Cairn - Kanata South Business Park,13,West,Ward 6 - Stittsville,Glen Gower,5050162.04,UNKNOWN,-75.88083615,45.27068522,January
202,2021-02-09 05:00:00,1900,2021,2021-02-09 05:00:00,1900,2021,Evening,Tuesday,2,Greely,36,East,Ward 20 - Osgoode,George Darouze,5050190.02,MAJOR,-75.59589199,45.2595676,February
203,2021-02-09 05:00:00,0,2021,2021-02-09 05:00:00,0,2021,Night,Tuesday,2,Westboro,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050033.02,NONE,-75.74169827,45.38686442,February
204,2021-02-11 05:00:00,1600,2021,2021-02-11 05:00:00,1600,2021,Afternoon,Thursday,4,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.6896914,45.42710422,February
205,2021-02-15 05:00:00,300,2021,2021-02-14 05:00:00,1700,2021,Afternoon,Sunday,7,Beacon Hill South - Cardinal Heights,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050121.02,NONE,-75.59074387,45.44736563,February
206,2021-02-21 05:00:00,1600,2021,2021-02-21 05:00:00,1600,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.0,NONE,-75.70489932,45.40733991,February
207,2021-02-21 05:00:00,1600,2021,2021-02-21 05:00:00,1500,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.0,UNKNOWN,-75.71273995,45.40596092,February
208,2021-02-25 05:00:00,200,2021,2021-02-25 05:00:00,2000,2021,Evening,Thursday,4,Briar Green - Leslie Park,15,West,Ward 8 - College,Laine Johnson,5050137.04,NONE,-75.78135163,45.33885614,February
209,2021-02-26 05:00:00,1800,2021,2021-02-26 05:00:00,1800,2021,Evening,Friday,5,Carlingwood West - Glabar Park - McKellar Heights,14,West,Ward 16 - River,Riley Brockington,5050025.0,MINOR,-75.74934424,45.37778877,February
210,2021-03-07 05:00:00,1200,2021,2021-03-07 05:00:00,1200,2021,Afternoon,Sunday,7,Richmond,12,West,Ward 21 - Rideau-Jock,David Brown,5050151.09,FATAL,-75.81455503,45.17328527,March
211,2021-03-15 05:00:00,200,2021,2021-03-15 05:00:00,2200,2021,Evening,Monday,1,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,NONE,-75.68457337,45.43264156,March
212,2021-03-19 05:00:00,1200,2021,2021-03-19 05:00:00,1200,2021,Afternoon,Friday,5,Corkery,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050151.09,UNKNOWN,-76.06341744,45.19879702,March
213,2021-03-21 05:00:00,200,2021,2021-03-21 05:00:00,1800,2021,Evening,Sunday,7,East Industrial,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,UNKNOWN,-75.62030706,45.38401569,March
214,2021-03-21 05:00:00,200,2021,2021-03-21 05:00:00,2100,2021,Evening,Sunday,7,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.0,UNKNOWN,-75.78600436,45.36746832,March
215,2021-03-23 05:00:00,1100,2021,2020-09-17 05:00:00,300,2020,Night,Thursday,4,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.0,NONE,-75.69097069,45.37307982,September
216,2021-03-24 05:00:00,1800,2021,2021-03-24 05:00:00,1800,2021,Evening,Wednesday,3,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 17 - Capital,Shawn Menard,5050011.03,UNKNOWN,-75.66223956,45.40998277,March
217,2021-03-26 05:00:00,1900,2021,2021-03-26 05:00:00,1900,2021,Evening,Friday,5,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,UNKNOWN,-75.63969795,45.42606725,March
218,2021-03-30 05:00:00,200,2021,2021-03-30 05:00:00,2200,2021,Evening,Tuesday,2,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050041.0,UNKNOWN,-75.70574799,45.41145092,March
219,2021-04-02 05:00:00,1400,2021,2021-04-02 05:00:00,1400,2021,Afternoon,Friday,5,Overbrook - McArthur,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050101.0,UNKNOWN,-75.66382387,45.43518528,April
220,2021-04-03 05:00:00,1700,2021,2021-04-03 05:00:00,1700,2021,Afternoon,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,NONE,-75.6402388,45.42409956,April
221,2021-05-06 05:00:00,1100,2021,2021-05-06 05:00:00,1000,2021,Morning,Thursday,4,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.0,UNKNOWN,-75.7066348,45.4110745,May
222,2021-05-06 05:00:00,700,2021,2021-05-06 05:00:00,700,2021,Morning,Thursday,4,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050039.0,UNKNOWN,-75.70219935,45.40532015,May
223,2021-05-14 05:00:00,1900,2021,2021-05-14 05:00:00,1900,2021,Evening,Friday,5,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.0,UNKNOWN,-75.69097069,45.37307982,May
224,2021-05-14 05:00:00,0,2021,2021-05-14 05:00:00,0,2021,Night,Friday,5,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,MAJOR,-75.64725374,45.34855517,May
225,2021-05-15 05:00:00,200,2021,2021-05-15 05:00:00,2300,2021,Evening,Saturday,6,Greenbelt SouthEast,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050126.04,MINOR,-75.54523265,45.37001064,May
226,2021-05-15 05:00:00,1300,2021,2021-05-15 05:00:00,1300,2021,Afternoon,Saturday,6,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,UNKNOWN,-75.61967931,45.37218359,May
227,2021-05-18 05:00:00,600,2021,2021-05-18 05:00:00,500,2021,Night,Tuesday,2,Hunt Club - Ottawa Airport,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050002.06,MAJOR,-75.68330599,45.33636264,May
228,2021-05-26 05:00:00,200,2021,2021-05-26 05:00:00,2000,2021,Evening,Wednesday,3,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.03,FATAL,-75.61886295,45.42802306,May
229,2021-05-28 05:00:00,1800,2021,2021-05-28 05:00:00,1800,2021,Evening,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.04,MAJOR,-75.65810658,45.4086116,May
230,2021-05-29 05:00:00,500,2021,2021-05-29 05:00:00,500,2021,Night,Saturday,6,OrlZans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 1 - OrlZans East-Cumberland,Matthew Luloff,5050170.09,UNKNOWN,-75.49541964,45.4750922,May
231,2021-05-30 05:00:00,200,2021,2021-05-30 05:00:00,2100,2021,Evening,Sunday,7,Braemar Park - Bel Air Heights - Copeland Park,17,West,Ward 8 - College,Laine Johnson,5050026.0,MAJOR,-75.76722537,45.35689343,May
232,2021-05-30 05:00:00,0,2021,2021-05-30 05:00:00,0,2021,Night,Sunday,7,Pineview,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.02,FATAL,-75.607556,45.41838039,May
233,2021-06-06 05:00:00,200,2021,2021-06-06 05:00:00,2200,2021,Evening,Sunday,7,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 16 - River,Riley Brockington,5050001.1,UNKNOWN,-75.6543659,45.37400247,June
234,2021-06-11 05:00:00,400,2021,2021-06-11 05:00:00,400,2021,Night,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050008.0,UNKNOWN,-75.62187394,45.38819669,June
235,2021-06-12 05:00:00,1900,2021,2021-06-12 05:00:00,1600,2021,Afternoon,Saturday,6,OrlZans Village - Chateauneuf,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050125.09,MAJOR,-75.53373169,45.44784223,June
